Participant_ID,Name,Track,Day,State,College,Content_Score,Design_Score,Presentation_Score,Overall_Score,Feedback,Topic
P321,Susan Turner,Social Sciences,Day 1,Telangana,BITS Hyderabad,6.4,7.5,8.5,7.5,Very informative poster about Cultural Studies. The results were comprehensive.,Cultural Studies
P322,Charles Shah,Social Sciences,Day 4,Telangana,BITS Pilani,8.0,5.4,7.2,6.9,The work on Educational Reform could benefit from more robust references.,Educational Reform
P323,Johnathan Davis,Social Sciences,Day 1,Rajasthan,NIT Trichy,6.6,7.5,5.7,6.6,The study on Urban Development needs stronger clarification.,Urban Development
P324,Brandy Chavez,Life Sciences,Day 2,Delhi,IIT Delhi,5.2,5.3,6.8,5.8,Impressive work on Microbiology. The analysis was rigorous and thorough.,Microbiology
P325,Natalie Bautista,Physical Sciences,Day 1,Kerala,IIT Bombay,6.9,8.0,5.9,6.9,The study on Materials Science needs more comprehensive clarification.,Materials Science
P326,Patrick Moore,Social Sciences,Day 3,Tamil Nadu,BITS Pilani,6.4,6.9,5.8,6.4,"Good presentation on Urban Development, though the data could be more detailed.",Urban Development
P327,Brett Burns,Life Sciences,Day 2,Gujarat,Anna University,5.1,8.9,8.8,7.6,Very informative poster about Ecology. The results were comprehensive.,Ecology
P328,Trevor Johnson,Engineering Sciences,Day 2,Gujarat,SRM Chennai,8.6,8.5,6.4,7.8,Research on IoT Applications requires more more robust methodology.,IoT Applications
P329,Jeremy Sampson,Social Sciences,Day 2,Uttar Pradesh,BITS Hyderabad,9.1,7.0,5.5,7.2,"Nice effort on Behavioral Psychology, but the analysis needs to be more more focused.",Behavioral Psychology
P330,Ariana Jennings,Social Sciences,Day 3,Kerala,IIT Kanpur,5.3,9.9,8.2,7.8,Research on Educational Reform requires more better designed methodology.,Educational Reform
P331,Vanessa Howard,Life Sciences,Day 2,Rajasthan,NIT Surathkal,9.0,9.0,8.0,8.7,"Good presentation on Genetic Engineering, though the data could be clearer.",Genetic Engineering
P332,Colton Martinez,Physical Sciences,Day 3,Gujarat,Anna University,6.9,5.2,8.5,6.9,"Good presentation on Climate Modeling, though the data could be more structured.",Climate Modeling
P333,Jordan Bates,Life Sciences,Day 4,Kerala,Mumbai University,6.5,5.8,8.3,6.9,"Nice effort on Ecology, but the analysis needs to be more clearer.",Ecology
P334,Linda Smith,Physical Sciences,Day 2,Haryana,BITS Pilani,8.8,5.9,8.4,7.7,Excellent presentation on Chemical Synthesis. The research methodology was comprehensive.,Chemical Synthesis
P335,Dana Martinez,Social Sciences,Day 2,Haryana,BITS Hyderabad,8.9,6.7,6.3,7.3,Excellent presentation on Educational Reform. The research methodology was rigorous.,Educational Reform
P336,Andrea Hubbard,Engineering Sciences,Day 1,Uttar Pradesh,NIT Warangal,5.6,8.4,7.6,7.2,Very informative poster about Sustainable Architecture. The results were comprehensive.,Sustainable Architecture
P337,Daniel Kane,Life Sciences,Day 3,West Bengal,IIIT Hyderabad,5.7,9.3,5.9,7.0,Impressive work on Biotechnology. The analysis was comprehensive and thorough.,Biotechnology
P338,Charles Lester,Social Sciences,Day 1,Maharashtra,Bangalore University,6.0,8.9,7.9,7.6,Excellent presentation on Cultural Studies. The research methodology was comprehensive.,Cultural Studies
P339,Scott Thomas,Physical Sciences,Day 4,West Bengal,Anna University,6.9,5.2,6.0,6.0,Excellent presentation on Climate Modeling. The research methodology was detailed.,Climate Modeling
P340,David Thompson,Life Sciences,Day 1,Kerala,IIT Bombay,6.1,9.4,6.6,7.4,Fascinating research on Microbiology. The conclusions were insightful.,Microbiology
P341,Allison Smith,Social Sciences,Day 2,Karnataka,IIT Delhi,9.7,7.3,7.6,8.2,"Decent work on Cultural Studies, would benefit from more more detailed examples.",Cultural Studies
P342,Cynthia Morris,Social Sciences,Day 4,Telangana,NIT Warangal,9.7,9.6,7.0,8.8,Very informative poster about Economic Policy. The results were comprehensive.,Economic Policy
P343,Anthony Harmon,Engineering Sciences,Day 2,Karnataka,Mumbai University,6.9,8.2,8.9,8.0,"Standard research on Renewable Energy, could use more clearer perspectives.",Renewable Energy
P344,Nichole Alvarez,Engineering Sciences,Day 1,Maharashtra,IIT Kanpur,7.2,5.6,6.3,6.4,"Good presentation on Robotics, though the data could be clearer.",Robotics
P345,Kayla Rodriguez,Social Sciences,Day 4,Kerala,IIT Kanpur,6.3,8.0,5.7,6.7,The presentation on Behavioral Psychology lacked more comprehensive evidence.,Behavioral Psychology
P346,Theresa Williams,Engineering Sciences,Day 3,Karnataka,IIT Kanpur,6.0,6.0,6.3,6.1,"Good presentation on Robotics, though the data could be more structured.",Robotics
P347,Sharon Boyd,Physical Sciences,Day 3,Tamil Nadu,IIT Delhi,7.5,6.0,9.7,7.7,Excellent presentation on Chemical Synthesis. The research methodology was innovative.,Chemical Synthesis
P348,Victor Brown,Engineering Sciences,Day 1,Punjab,Jadavpur University,9.7,8.9,5.4,8.0,"Nice effort on Machine Learning, but the analysis needs to be more more detailed.",Machine Learning
P349,James Parks,Physical Sciences,Day 3,Gujarat,Bangalore University,5.5,5.9,5.2,5.5,Impressive work on Quantum Physics. The analysis was rigorous and thorough.,Quantum Physics
P350,Theodore Jones Jr.,Engineering Sciences,Day 1,Maharashtra,IIT Bombay,8.3,5.9,6.8,7.0,Fascinating research on Machine Learning. The conclusions were detailed.,Machine Learning
P351,Ana Hill,Engineering Sciences,Day 3,Telangana,NIT Trichy,7.0,9.8,6.4,7.7,Great insights into Renewable Energy. The visual representation was rigorous.,Renewable Energy
P352,Kimberly Nguyen,Life Sciences,Day 1,Tamil Nadu,IIT Delhi,5.5,9.6,7.4,7.5,"Decent work on Microbiology, would benefit from more more detailed examples.",Microbiology
P353,Kerry Chavez DDS,Physical Sciences,Day 3,Punjab,IIT Bombay,7.4,7.4,9.4,8.1,Excellent presentation on Materials Science. The research methodology was detailed.,Materials Science
P354,Michael Farrell,Social Sciences,Day 1,Haryana,Amity University,8.6,6.1,9.8,8.2,The study on Behavioral Psychology needs more comprehensive clarification.,Behavioral Psychology
P355,Patricia Le,Engineering Sciences,Day 4,Kerala,NIT Surathkal,6.7,8.4,6.9,7.3,The study on Robotics needs more comprehensive clarification.,Robotics
P356,Jesse Perez,Engineering Sciences,Day 1,Kerala,NIT Trichy,9.2,9.3,9.3,9.3,Great insights into Sustainable Architecture. The visual representation was detailed.,Sustainable Architecture
P357,Jesse Perry,Life Sciences,Day 3,Gujarat,IIT Delhi,6.1,8.2,7.0,7.1,Great insights into Ecology. The visual representation was rigorous.,Ecology
P358,Jeffery Ortega,Physical Sciences,Day 1,Uttar Pradesh,Bangalore University,5.6,7.5,8.3,7.1,Great insights into Astronomical Observations. The visual representation was innovative.,Astronomical Observations
P359,Christian Leblanc,Engineering Sciences,Day 1,Punjab,SRM Chennai,9.5,7.8,8.3,8.5,Impressive work on IoT Applications. The analysis was detailed and thorough.,IoT Applications
P360,Ronald Davis,Engineering Sciences,Day 2,Uttar Pradesh,Delhi University,8.8,8.0,8.6,8.5,Great insights into Sustainable Architecture. The visual representation was innovative.,Sustainable Architecture
P361,Parker Cain,Engineering Sciences,Day 2,Maharashtra,Delhi University,9.1,9.8,6.5,8.5,Interesting approach to IoT Applications. The methodology could be clearer.,IoT Applications
P362,Laurie Hoffman,Life Sciences,Day 4,Tamil Nadu,Anna University,6.3,6.0,5.6,6.0,The poster about Genetic Engineering needs more more robust analysis.,Genetic Engineering
P363,Bryan Gomez,Life Sciences,Day 3,Karnataka,Anna University,9.6,9.2,7.9,8.9,"Decent work on Genetic Engineering, would benefit from more better organized examples.",Genetic Engineering
P364,Nicole Parrish,Life Sciences,Day 4,Maharashtra,Amity University,7.8,7.2,7.9,7.6,The poster about Genetic Engineering needs more more comprehensive analysis.,Genetic Engineering
P365,Tracy Burke,Life Sciences,Day 2,Karnataka,Pune University,8.0,6.6,9.4,8.0,Fascinating research on Ecology. The conclusions were comprehensive.,Ecology
P366,Kenneth Lewis,Social Sciences,Day 4,Telangana,BITS Hyderabad,9.0,5.7,8.0,7.6,The study on Educational Reform needs better designed clarification.,Educational Reform
P367,Courtney Rodriguez,Social Sciences,Day 2,Delhi,NIT Warangal,8.6,8.4,9.6,8.9,Very informative poster about Behavioral Psychology. The results were insightful.,Behavioral Psychology
P368,Holly Farmer,Social Sciences,Day 1,Telangana,VIT Vellore,7.9,9.7,8.6,8.7,"Standard research on Educational Reform, could use more more structured perspectives.",Educational Reform
P369,Renee Bruce,Physical Sciences,Day 1,Rajasthan,IIT Kanpur,6.9,5.3,5.3,5.8,Very informative poster about Quantum Physics. The results were detailed.,Quantum Physics
P370,Sabrina Austin,Social Sciences,Day 2,Maharashtra,BITS Hyderabad,8.8,5.2,9.1,7.7,Fascinating research on Economic Policy. The conclusions were comprehensive.,Economic Policy
P371,Allison Hickman,Physical Sciences,Day 2,Rajasthan,BITS Hyderabad,9.6,6.9,9.8,8.8,Research on Quantum Physics requires more more comprehensive methodology.,Quantum Physics
P372,Debra White,Engineering Sciences,Day 1,Haryana,BITS Pilani,8.1,8.9,9.4,8.8,Research on Machine Learning requires more more comprehensive methodology.,Machine Learning
P373,Ellen Morgan,Life Sciences,Day 2,Gujarat,Bangalore University,9.9,5.4,9.8,8.4,Interesting approach to Microbiology. The methodology could be better organized.,Microbiology
P374,Sergio Knight,Engineering Sciences,Day 4,Gujarat,VIT Vellore,5.7,7.9,6.3,6.6,Very informative poster about IoT Applications. The results were innovative.,IoT Applications
P375,Charles Schultz,Life Sciences,Day 3,Punjab,IIT Delhi,9.2,6.5,8.9,8.2,Interesting approach to Ecology. The methodology could be more structured.,Ecology
P376,Paul Lewis,Life Sciences,Day 2,Rajasthan,IIT Madras,5.8,7.7,7.0,6.8,Very informative poster about Ecology. The results were detailed.,Ecology
P377,Glen Wood,Social Sciences,Day 3,Gujarat,NIT Warangal,7.7,10.0,9.1,8.9,The presentation on Behavioral Psychology lacked stronger evidence.,Behavioral Psychology
P378,Paula Bradley,Social Sciences,Day 4,Delhi,SRM Chennai,6.2,5.2,9.4,6.9,Excellent presentation on Behavioral Psychology. The research methodology was rigorous.,Behavioral Psychology
P379,Anthony Moore,Social Sciences,Day 3,Maharashtra,Amity University,7.6,7.5,7.4,7.5,Very informative poster about Cultural Studies. The results were detailed.,Cultural Studies
P380,Megan Nelson,Engineering Sciences,Day 1,Tamil Nadu,VIT Vellore,5.0,5.3,8.4,6.2,"Decent work on Sustainable Architecture, would benefit from more clearer examples.",Sustainable Architecture
P381,Karla Ramos,Life Sciences,Day 4,Kerala,IIT Madras,5.1,8.6,5.2,6.3,Very informative poster about Microbiology. The results were detailed.,Microbiology
P382,Paul Wilson,Engineering Sciences,Day 2,Gujarat,Anna University,7.3,7.0,6.6,7.0,Excellent presentation on Robotics. The research methodology was insightful.,Robotics
P383,Douglas Gregory,Engineering Sciences,Day 1,Haryana,IIIT Hyderabad,8.5,5.4,9.6,7.8,Impressive work on Renewable Energy. The analysis was insightful and thorough.,Renewable Energy
P384,Mr. Andrew Foster,Engineering Sciences,Day 3,Uttar Pradesh,Pune University,9.1,5.2,5.8,6.7,Great insights into Robotics. The visual representation was insightful.,Robotics
P385,Aimee Turner,Social Sciences,Day 2,Gujarat,Mumbai University,7.8,7.8,5.6,7.1,Fascinating research on Urban Development. The conclusions were rigorous.,Urban Development
P386,Chad Scott,Engineering Sciences,Day 3,Delhi,Mumbai University,7.1,8.2,7.6,7.6,Very informative poster about Machine Learning. The results were insightful.,Machine Learning
P387,Adam Burgess,Social Sciences,Day 2,Karnataka,NIT Trichy,9.3,9.3,9.7,9.4,The work on Behavioral Psychology could benefit from more comprehensive references.,Behavioral Psychology
P388,James Padilla,Engineering Sciences,Day 3,Kerala,IIT Madras,5.5,8.6,7.4,7.2,Very informative poster about IoT Applications. The results were comprehensive.,IoT Applications
P389,Sandra Drake,Engineering Sciences,Day 3,Punjab,IIT Madras,6.6,7.3,8.1,7.3,Fascinating research on Machine Learning. The conclusions were comprehensive.,Machine Learning
P390,Scott Williams,Social Sciences,Day 3,West Bengal,NIT Trichy,6.6,8.9,8.6,8.0,"Nice effort on Urban Development, but the analysis needs to be more more structured.",Urban Development
P391,Thomas Atkins,Life Sciences,Day 3,Uttar Pradesh,Bangalore University,6.8,6.5,7.8,7.0,Fascinating research on Biotechnology. The conclusions were innovative.,Biotechnology
P392,Laura Mckinney,Social Sciences,Day 2,Rajasthan,NIT Warangal,8.7,8.1,8.6,8.5,The study on Cultural Studies needs stronger clarification.,Cultural Studies
P393,Brian Smith,Physical Sciences,Day 2,Maharashtra,VIT Vellore,7.7,10.0,7.4,8.4,"Nice effort on Astronomical Observations, but the analysis needs to be more better organized.",Astronomical Observations
P394,Robert Montgomery,Life Sciences,Day 3,Tamil Nadu,Bangalore University,7.6,7.0,7.5,7.4,"Standard research on Ecology, could use more more detailed perspectives.",Ecology
P395,Tamara Davis,Life Sciences,Day 4,Tamil Nadu,NIT Trichy,9.7,8.3,9.8,9.3,"Decent work on Ecology, would benefit from more more structured examples.",Ecology
P396,Dana Chapman,Engineering Sciences,Day 2,Uttar Pradesh,NIT Surathkal,6.3,6.2,8.3,6.9,"Nice effort on Renewable Energy, but the analysis needs to be more better organized.",Renewable Energy
P397,Jennifer Collins,Physical Sciences,Day 4,Maharashtra,IIT Delhi,5.5,9.8,8.2,7.8,Impressive work on Astronomical Observations. The analysis was insightful and thorough.,Astronomical Observations
P398,Gary Jackson,Life Sciences,Day 4,Kerala,Pune University,7.9,9.5,5.4,7.6,Very informative poster about Neuroscience. The results were insightful.,Neuroscience
P399,Ashley Hicks,Physical Sciences,Day 3,Telangana,Jadavpur University,9.4,5.0,9.4,7.9,Very informative poster about Climate Modeling. The results were innovative.,Climate Modeling
P400,Hannah Luna,Social Sciences,Day 2,Tamil Nadu,NIT Trichy,6.8,8.6,5.6,7.0,Impressive work on Economic Policy. The analysis was innovative and thorough.,Economic Policy
